9951593,13874735,在点评上看到了这里的介绍，说是有一些特色美食。<br />所以从环球影城出来，就来寻觅晚餐了。<br />而且这个美食城居然还有团购卷，不过叫代金币。<br />要提前买，有限制，但是也很难得。<br />查到周三不开业，但是其实还是开着的。<br />一共只有10来家快餐店，基本都是中华区美食。<br />价格也都不算贵，看了一圈，选了几款。<br />瓦煲鸡饭，看上去就像煲仔饭，只是南洋说法。<br />没有海鲜和鸡，只有单独的鸡肉。<br />酱香口味，里面有很多大块鸡肉和腊肠。<br />分量还蛮多的，就是没啥蔬菜。<br />肉骨茶非常一般，和亚华、松发的水准没得比。<br />看上去不是肉骨茶，而是酱油茶。<br />人家的是清汤的，这个是混汤的。<br />味道就更蜜汁尴尬，就是酱油味的。<br />服务员看到我只要普通的一款，还瞟了我一眼。<br />绝对的差评！！！<br />好像是在椰浆饭这家买的鸡翅套餐。<br />也是非常简易，就是鸡翅和鸡蛋和花生米。<br />一个比一个干，还好自己带了水……<br />炒裸条也是南洋这边的特色小吃，<br />因为没有吃过，不好评价是否正宗。<br />只是说味道还吃得来，有些清淡。<br />裸条就是粉做成的，西北也有这种款式。<br />终于放了豆芽这些蔬菜，还有鸡蛋。<br />不过总觉得一股糊将将的味道……<br />除了煲仔饭，其他都不太满意。,30,1531905318000
9951593,177844151,这个美食城在圣淘沙岛上环球影城旁边，非常显眼的招牌，进去里面仿佛瞬间穿越了一样，古香古色的小洋楼，楼下是各种美食。<br />首先挑了马来最有名的肉骨茶，十马币还配了碗白饭，有点吃不惯那肉骨茶，觉得像是用药水来煮的排骨一样😱😱<br />第二点的也是马来的招牌美食~椰浆鸡翅饭，那饭看着普通，实则是用椰子水来煮的，很有椰子的香味，喜欢。配菜有一支油炸鸡翅，咖喱汁里面有些小鱼干挺好吃的才七马币一份，最后再来杯马来拉茶，经济又实惠。,40,1527695545000
9951593,3780677,影城门口的马来西亚美食街，里面有很多来自大马的小吃，还有印度咖喱配烤饼，味道都做的不错，简餐🍱随便吃吃可以来这里解决，本人最爱东南亚的叻沙😋；其实这和新加坡有很多马来人印度人分不开，因为新加坡本来就是一个移民国家，所以圣淘沙里很多各地风味的餐厅美食，在岛上玩一天根本不用担心吃的问题😁,30,1532277434000
9951593,48968787,环球影城里面的美食街，我觉得性价比还可以，味道也不算特别差。<br />1.点了个滨城炒粿条，很够火候，色泽漂亮。下了很大只虾，腊肠，鸡蛋，还有芽菜。稍微带点甜。<br />2.椰浆牛肉饭，饭有椰汁香气，牛肉块很大块，肉质比较松软。<br />3.肉骨茶，很香的中药味，骨排很大，比较瘦，就是加了腐皮，觉得有点奇怪。<br />4.煲仔饭，不太建议。都是酱油的味道，饭粒也不是很香，勉强勉强。<br />总体性价比还可以，环境不错,30,1531729452000
9951593,7066238,位于圣淘沙环球影城门口附近的马来西亚美食街，摊位不少，美食的选择也算多，环境舒适干净。而且在大众点评上面可以买代金券，我购买的时候还买一送一呢。想吃就马上买券，付款后几分钟就能收到券，很划算！选好吃的，买单的时候，直接把二维码给商家就可以了，很方便！这里有几个商家都能说粤语和国语，沟通无障碍，哈哈哈！再来说说吃的吧。肉骨茶还可以吧，9块一大碗还配米饭&nbsp;，份量挺不错的。排骨炖得淋软入味，配料有冬菇、蘑菇、豆卜、腐竹等。我去过马来西亚吃的肉骨茶，药材味比较浓，这家的肉骨茶药材味比较淡，适合不重口的吃货们！瓦煲鸡？不记得有无记错名字，反正这家很多人排队，份量也是很足，味道也挺香的！海南鸡，肉非常多，但鸡肉好霉，对广州人来说，这种鸡肉应该不太讨喜，哈哈哈！马蹄水、龙眼水...总觉得带着一股中药味，喝不惯，哈哈哈！总体来说，性价比还是可以的！,30,1528427447000
9951593,817949957,如果来圣淘沙玩的小伙伴，可以直接到环球影城门口的马来西亚美食街吃东西，这里面有很多马来西亚美食，饭，面，云吞，沙爹，很多种类，很多家档口，味美价廉，在圣淘沙来说的话，真心便宜的，选择类目也很多，可以先吃点再去环球影城玩，或者环球影城玩结束再出来吃，都是很👌的，这里只支持付现金或者visa信用卡😍,50,1531619047000
9951593,34673758,算是景区内的一条性价比很高的吃饭的地方，旁边也有香港菜.韩国菜.上海菜.牛排，但是价格真心高，一个小笼包50块…比起来美食节算是接地气很多啦！最关键的是大众点评上有代金券！而且很方便呢！强烈推荐大家提前购买，多买点，才能够用，50rmb真的很不禁用！一个主食就花没了,40,1530611297000
9951593,750015626,地理位置非常好&nbsp;上午去环球影城&nbsp;中午可以出来吃个午饭补充体力&nbsp;下午继续去环球影城玩&nbsp;之前做攻略里面提到的美食在这里都能找到&nbsp;真是吃到爽爆&nbsp;每一样都买了一点来品尝&nbsp;最后实在是吃不下了&nbsp;推荐肉骨茶河粉蚵仔煎沙嗲串&nbsp;真的是令人怀念的味道,50,1530739436000
9951593,5970924,打卡马来西亚美食街<br />在圣淘沙名胜世界里面，我最爱的就是这种，感觉各国美食都有，想吃啥就吃啥<br />因为之前吃过一顿了，但又觉得来都来了不吃点啥有点亏<br />最后选了一家印度飞饼<br />不过跟国内的不一样，国内有各种口味可选，什么香蕉味、巧克力味<br />这个其实就是普通的面饼<br />只是会给咖喱酱蘸着吃<br />真的挺一般的[笑哭],40,1530940361000
9951593,65184190,「地点」环球影城出来标志性大球旁边就能看到招牌，是整条美食街，有炒果条，还有海南鸡饭，煲仔饭，沙爹，福建的面<br />推荐这家槟城炒果条，透明的操作间，生意很好，点单的人络绎不绝，炒果条的师傅都没时间休息，很香，很符合中国胃<br />另一家沙爹也不错，甜甜的，鸡肉还有牛肉，还给了一份粽子，吃的不是很习惯,50,1532487060000
13659929,106448955,行程中最期待的餐厅——Ocean&nbsp;Restaurant&nbsp;也是最难找的餐厅[捂脸]&nbsp;提前一周多通过邮件预约了当日晚的观赏位（第一排比后排贵些）<br /><br />环球影城出来就顺着指示牌走到了海洋馆&nbsp;发现走错&nbsp;又问了好几个工作人员&nbsp;最终才走到正道上&nbsp;原来是在什么Rock酒店的电梯下去&nbsp;从车库穿过&nbsp;看到Ocean的指路牌才总算找到↖️<br /><br />一进店就被左侧的海洋世界所吸引🐠🐟🐬<br />最喜欢的是有笑脸的鱼&nbsp;查了下&nbsp;叫：蝠鲼<br />当晚的set&nbsp;两个人点不同的&nbsp;刚好菜单上的菜品可以全部尝遍🍽&nbsp;全程除了吃就是拍&nbsp;一有蝠鲼经过就很激动哈哈哈,50,1530374467000
13659929,818326746,带着儿子去这家餐厅，结果就是儿子一直在看手机，我一直在给他拍照[捂脸]<br />从硬石酒店的地下停车场走过去，运气很好，坐在了第一排，巨大的鱼缸，环境真的很好，半吊子的英语和服务员交流了一下，他们也学会了半吊子的中文，哈哈，来这里估计不会奔着菜的口味，还过得去吧，没有如果可以去一次。,40,1532585653000
13659929,60571868,提前半个月通过邮件订的观景的位置（邮件只能英文），由于我朋友不懂英文我特意和他们要求安排一个中文服务员。这家店关键很不错，我们从海洋馆的正门进入的，观景餐桌有最低消费午餐人均75新币，我们点的79的套餐(比69的多了一个汤)量虽然不大，但是可以吃饱！加上服务费和GST总共不到280新币不算太贵。,50,1533080701000
13659929,832356287,特别有feel滴米其林餐厅🍴，去他家要提前预约，如果幸运滴话，靠近大鱼缸滴位置最棒哈！早有耳闻滴一个颜值和口碑极好滴餐厅🍴，来他家纯属吃氛围哈！可以一边吃着大厨做滴精致美味，又可以身临其境滴感受海洋世界，大美哈！服务态度好，就是贵了些哈，但能来一次实属不易！有机会还去吃哈！,50,1532045577000
